SYMBOL	gs_name
SLC1A5	G3_mono_macro
ATP5O	G3_mono_macro
GLIPR1	G3_mono_macro
FIS1	G3_mono_macro
AP5Z1	G3_mono_macro
MAN2C1	G3_mono_macro
NCLN	G3_mono_macro
RASGEF1B	G3_mono_macro
CTSD	G3_mono_macro
POLR2I	G3_mono_macro
NDUFS7	G3_mono_macro
NDUFB4	G3_mono_macro
KXD1	G3_mono_macro
RTFDC1	G3_mono_macro
S100A6	G3_mono_macro
RBM42	G3_mono_macro
ZNHIT1	G3_mono_macro
AK2	G3_mono_macro
CYB561D2	G3_mono_macro
PTPN2	G3_mono_macro
NDUFB9	G3_mono_macro
C5orf15	G3_mono_macro
SNX20	G3_mono_macro
CWC15	G3_mono_macro
EMP3	G3_mono_macro
TOR1A	G3_mono_macro
ATP6V0C	G3_mono_macro
PSMD4	G3_mono_macro
SYNGR2	G3_mono_macro
PSMB7	G3_mono_macro
PSMC1	G3_mono_macro
QARS	G3_mono_macro
COPB2	G3_mono_macro
RAB18	G3_mono_macro
MX2	G3_mono_macro
NDUFA1	G3_mono_macro
PSMD14	G3_mono_macro
EIF4A3	G3_mono_macro
VTA1	G3_mono_macro
PSMD7	G3_mono_macro
PLEC	G3_mono_macro
PMVK	G3_mono_macro
TM9SF2	G3_mono_macro
P4HB	G3_mono_macro
MRPL51	G3_mono_macro
LSM4	G3_mono_macro
NFYC	G3_mono_macro
COX8A	G3_mono_macro
STAT6	G3_mono_macro
LPCAT3	G3_mono_macro
NUCB1	G3_mono_macro
DCTN2	G3_mono_macro
PPCS	G3_mono_macro
MAPRE1	G3_mono_macro
ETFB	G3_mono_macro
RAB4B	G3_mono_macro
BST2	G3_mono_macro
ADCY7	G3_mono_macro
RNASEK-C17orf49	G3_mono_macro
WDR83OS	G3_mono_macro
NUTF2	G3_mono_macro
TLN1	G3_mono_macro
ATP5G3	G3_mono_macro
MKL1	G3_mono_macro
AKIRIN2	G3_mono_macro
DNAJC7	G3_mono_macro
BCCIP	G3_mono_macro
NDUFA9	G3_mono_macro
ARPC5	G3_mono_macro
RABGGTB	G3_mono_macro
ARRDC1	G3_mono_macro
SF3B14	G3_mono_macro
TIMM23	G3_mono_macro
TTC1	G3_mono_macro
HDAC3	G3_mono_macro
MRPS25	G3_mono_macro
ALG5	G3_mono_macro
SCFD1	G3_mono_macro
SLX1B	G3_mono_macro
FLII	G3_mono_macro
M6PR	G3_mono_macro
GRB2	G3_mono_macro
EIF2S1	G3_mono_macro
PPP1R11	G3_mono_macro
FAM195B	G3_mono_macro
IQSEC1	G3_mono_macro
SMIM7	G3_mono_macro
NELFE	G3_mono_macro
UBAP1	G3_mono_macro
MIEN1	G3_mono_macro
ATP1A1	G3_mono_macro
HLA-DPA1	G3_mono_macro
VDAC2	G3_mono_macro
UBE2A	G3_mono_macro
RNF7	G3_mono_macro
WDFY1	G3_mono_macro
SSNA1	G3_mono_macro
ATRAID	G3_mono_macro
TMEM258	G3_mono_macro
HIF1A	G3_mono_macro
GYG1	G3_mono_macro
NOP16	G3_mono_macro
TAF9	G3_mono_macro
DTX2	G3_mono_macro
LPP	G3_mono_macro
NECAP2	G3_mono_macro
TMBIM4	G3_mono_macro
SSBP1	G3_mono_macro
RAB7A	G3_mono_macro
ACTR10	G3_mono_macro
MEA1	G3_mono_macro
NDUFS8	G3_mono_macro
ACP5	G3_mono_macro
RAB8A	G3_mono_macro
POP4	G3_mono_macro
COX5B	G3_mono_macro
MTCH1	G3_mono_macro
COPS3	G3_mono_macro
TMEM109	G3_mono_macro
SFT2D2	G3_mono_macro
PRDX1	G3_mono_macro
C11orf31	G3_mono_macro
ZFAND2A	G3_mono_macro
PDIA6	G3_mono_macro
NEDD8	G3_mono_macro
CANX	G3_mono_macro
MGAT4A	G3_mono_macro
GBP1	G3_mono_macro
SEC14L1	G3_mono_macro
AC040977.1	G3_mono_macro
GDI2	G3_mono_macro
OSTF1	G3_mono_macro
BLOC1S2	G3_mono_macro
PIK3R5	G3_mono_macro
CCPG1	G3_mono_macro
SEC61B	G3_mono_macro
BRMS1	G3_mono_macro
ZMYM6NB	G3_mono_macro
PEF1	G3_mono_macro
PSMB3	G3_mono_macro
UNC50	G3_mono_macro
UQCRQ	G3_mono_macro
MTDH	G3_mono_macro
RAB14	G3_mono_macro
ACAT1	G3_mono_macro
WDR45	G3_mono_macro
C21orf33	G3_mono_macro
GLTP	G3_mono_macro
STX8	G3_mono_macro
PNPLA8	G3_mono_macro
PTDSS1	G3_mono_macro
EYA3	G3_mono_macro
MTHFD2	G3_mono_macro
NBPF10	G3_mono_macro
PSMD2	G3_mono_macro
NAA10	G3_mono_macro
PHKB	G3_mono_macro
IMPDH2	G3_mono_macro
UBL7	G3_mono_macro
PSMB6	G3_mono_macro
GPS1	G3_mono_macro
NDUFB10	G3_mono_macro
OXA1L	G3_mono_macro
FAM204A	G3_mono_macro
NSMCE1	G3_mono_macro
EIF3I	G3_mono_macro
PPID	G3_mono_macro
SNRPD1	G3_mono_macro
MESDC2	G3_mono_macro
RNF5	G3_mono_macro
KLHL6	G3_mono_macro
TRAPPC2L	G3_mono_macro
USP4	G3_mono_macro
CD55	G3_mono_macro
CCDC109B	G3_mono_macro
CNIH1	G3_mono_macro
NDUFC2	G3_mono_macro
NSMAF	G3_mono_macro
AP3B1	G3_mono_macro
ARFGAP1	G3_mono_macro
PON2	G3_mono_macro
CAPRIN1	G3_mono_macro
UQCRH	G3_mono_macro
TMOD3	G3_mono_macro
IFNAR2	G3_mono_macro
DYNLRB1	G3_mono_macro
PDHB	G3_mono_macro
ACTR2	G3_mono_macro
PRPS2	G3_mono_macro
VAPA	G3_mono_macro
DYNLL1	G3_mono_macro
RBX1	G3_mono_macro
PCMT1	G3_mono_macro
WSB1	G3_mono_macro
IFI27L2	G3_mono_macro
TYK2	G3_mono_macro
POLR2L	G3_mono_macro
DPY30	G3_mono_macro
VDAC3	G3_mono_macro
OSER1	G3_mono_macro
MLF2	G3_mono_macro
EMC7	G3_mono_macro
BCAP31	G3_mono_macro
HAT1	G3_mono_macro
DSCR3	G3_mono_macro
TSNAX	G3_mono_macro
ERGIC3	G3_mono_macro
POLR2J	G3_mono_macro
STAT2	G3_mono_macro
C4orf3	G3_mono_macro
COMMD3	G3_mono_macro
PDCD10	G3_mono_macro
RRP7A	G3_mono_macro
SHMT2	G3_mono_macro
GTF2F1	G3_mono_macro
POLD4	G3_mono_macro
SEC23B	G3_mono_macro
DPM2	G3_mono_macro
TPM4	G3_mono_macro
TOMM22	G3_mono_macro
CCDC90B	G3_mono_macro
SH3GLB1	G3_mono_macro
EIF4G1	G3_mono_macro
BHLHE40	G3_mono_macro
AURKAIP1	G3_mono_macro
COX6A1	G3_mono_macro
NDUFA10	G3_mono_macro
EIF2B1	G3_mono_macro
NOC2L	G3_mono_macro
SCP2	G3_mono_macro
C1orf174	G3_mono_macro
UQCRC2	G3_mono_macro
FKBP1A	G3_mono_macro
DNAJC3	G3_mono_macro
ARAF	G3_mono_macro
SLC3A2	G3_mono_macro
ATIC	G3_mono_macro
SNX1	G3_mono_macro
XRN2	G3_mono_macro
GARS	G3_mono_macro
TUFM	G3_mono_macro
COMMD3-BMI1	G3_mono_macro
DRG1	G3_mono_macro
HIGD2A	G3_mono_macro
TUBA1B	G3_mono_macro
TEX264	G3_mono_macro
MRPL34	G3_mono_macro
PDCD6IP	G3_mono_macro
HGS	G3_mono_macro
ATP6V0E1	G3_mono_macro
KEAP1	G3_mono_macro
OVCA2	G3_mono_macro
DCTN3	G3_mono_macro
SHC1	G3_mono_macro
SNX17	G3_mono_macro
ADRM1	G3_mono_macro
NDUFA6	G3_mono_macro
PSMD12	G3_mono_macro
NDUFA3	G3_mono_macro
INTS10	G3_mono_macro
HMGN3	G3_mono_macro
HLA-DPB1	G3_mono_macro
MVP	G3_mono_macro
DEDD	G3_mono_macro
WWP2	G3_mono_macro
GABARAP	G3_mono_macro
ATP5C1	G3_mono_macro
COPZ1	G3_mono_macro
DNAJB11	G3_mono_macro
SF3A3	G3_mono_macro
MDH2	G3_mono_macro
PHKG2	G3_mono_macro
C16orf13	G3_mono_macro
STT3A	G3_mono_macro
MAD1L1	G3_mono_macro
UBE2L3	G3_mono_macro
RAP1A	G3_mono_macro
SARNP	G3_mono_macro
UQCRFS1	G3_mono_macro
CSNK2A1	G3_mono_macro
PNRC1	G3_mono_macro
SNRPA	G3_mono_macro
GNB1	G3_mono_macro
ZFAND6	G3_mono_macro
CFDP1	G3_mono_macro
PLEKHM1	G3_mono_macro
CKLF	G3_mono_macro
KARS	G3_mono_macro
RIOK3	G3_mono_macro
VIMP	G3_mono_macro
TSN	G3_mono_macro
TMED5	G3_mono_macro
TMEM230	G3_mono_macro
UQCR11	G3_mono_macro
BRK1	G3_mono_macro
PPP1R15B	G3_mono_macro
DPP9	G3_mono_macro
DDX21	G3_mono_macro
SEC31A	G3_mono_macro
IDH3B	G3_mono_macro
CS	G3_mono_macro
PRDX5	G3_mono_macro
PSME3	G3_mono_macro
AKR1B1	G3_mono_macro
IMMT	G3_mono_macro
NAPA	G3_mono_macro
LSM1	G3_mono_macro
PSMB2	G3_mono_macro
NIPA2	G3_mono_macro
NABP1	G3_mono_macro
STOML2	G3_mono_macro
UGP2	G3_mono_macro
C8orf59	G3_mono_macro
CNP	G3_mono_macro
CAMK2D	G3_mono_macro
CYB561A3	G3_mono_macro
PCBP1	G3_mono_macro
REEP5	G3_mono_macro
MAGOH	G3_mono_macro
KPNA1	G3_mono_macro
PQBP1	G3_mono_macro
COX14	G3_mono_macro
DOK2	G3_mono_macro
SIRT2	G3_mono_macro
SDF2	G3_mono_macro
ADH5	G3_mono_macro
TTLL3	G3_mono_macro
LMBRD1	G3_mono_macro
OAS3	G3_mono_macro
RBPJ	G3_mono_macro
EIF3CL	G3_mono_macro
TUBB	G3_mono_macro
DNAJC4	G3_mono_macro
EIF4E	G3_mono_macro
IGFLR1	G3_mono_macro
AP3S1	G3_mono_macro
MRPL22	G3_mono_macro
COPS5	G3_mono_macro
GART	G3_mono_macro
ARF5	G3_mono_macro
ST8SIA4	G3_mono_macro
FAM49B	G3_mono_macro
USO1	G3_mono_macro
EIF2S2	G3_mono_macro
CDC123	G3_mono_macro
TOP1	G3_mono_macro
MRPS34	G3_mono_macro
KCTD20	G3_mono_macro
SHFM1	G3_mono_macro
FPGS	G3_mono_macro
COX7A2	G3_mono_macro
GRSF1	G3_mono_macro
CCDC115	G3_mono_macro
MBOAT1	G3_mono_macro
ADSL	G3_mono_macro
IMP3	G3_mono_macro
FKBP3	G3_mono_macro
PFKFB3	G3_mono_macro
PRPF31	G3_mono_macro
YIPF4	G3_mono_macro
PYURF	G3_mono_macro
GABARAPL2	G3_mono_macro
FAM96B	G3_mono_macro
TARS	G3_mono_macro
DDIT3	G3_mono_macro
AZIN1	G3_mono_macro
EMC4	G3_mono_macro
SNRPG	G3_mono_macro
APOA1BP	G3_mono_macro
AIMP1	G3_mono_macro
CSNK1D	G3_mono_macro
CCDC53	G3_mono_macro
DERL2	G3_mono_macro
CHMP1A	G3_mono_macro
RPL22L1	G3_mono_macro
ATP6V1G1	G3_mono_macro
EIF3M	G3_mono_macro
RNASEK	G3_mono_macro
DCTN1	G3_mono_macro
DLD	G3_mono_macro
NUP214	G3_mono_macro
TNF	G3_mono_macro
PARVG	G3_mono_macro
MIS18BP1	G3_mono_macro
AFF4	G3_mono_macro
RNF111	G3_mono_macro
PRDX6	G3_mono_macro
SSB	G3_mono_macro
ELAC2	G3_mono_macro
WBP2	G3_mono_macro
DNPH1	G3_mono_macro
MAP2K3	G3_mono_macro
VIM	G3_mono_macro
VPS4A	G3_mono_macro
GPCPD1	G3_mono_macro
B3GAT3	G3_mono_macro
BAZ1A	G3_mono_macro
GLOD4	G3_mono_macro
SNX14	G3_mono_macro
RER1	G3_mono_macro
RAD23A	G3_mono_macro
DDX47	G3_mono_macro
UBAP2L	G3_mono_macro
SDF4	G3_mono_macro
NDUFS5	G3_mono_macro
TGIF1	G3_mono_macro
MYADM	G3_mono_macro
CSNK2B	G3_mono_macro
SNRPF	G3_mono_macro
AP1M1	G3_mono_macro
COPS6	G3_mono_macro
PSMD9	G3_mono_macro
AATF	G3_mono_macro
CBWD6	G3_mono_macro
RNF114	G3_mono_macro
UFC1	G3_mono_macro
UBQLN1	G3_mono_macro
PDCD6	G3_mono_macro
IRF7	G3_mono_macro
DDX56	G3_mono_macro
CAPN1	G3_mono_macro
EIF3C	G3_mono_macro
PTPN1	G3_mono_macro
MRP63	G3_mono_macro
TMED10	G3_mono_macro
ERH	G3_mono_macro
FBXW5	G3_mono_macro
SCAMP2	G3_mono_macro
HSPA1A	G3_mono_macro
FOSL2	G3_mono_macro
TMX1	G3_mono_macro
ENTPD1	G3_mono_macro
EGLN2	G3_mono_macro
PML	G3_mono_macro
COX6C	G3_mono_macro
POLR2G	G3_mono_macro
LARP4B	G3_mono_macro
YTHDF3	G3_mono_macro
PHB2	G3_mono_macro
YWHAE	G3_mono_macro
SCAMP3	G3_mono_macro
JTB	G3_mono_macro
MDH1	G3_mono_macro
CLINT1	G3_mono_macro
CLNS1A	G3_mono_macro
UBE2K	G3_mono_macro
SNX6	G3_mono_macro
SULT1A3	G3_mono_macro
STARD3	G3_mono_macro
PDE4DIP	G3_mono_macro
MFF	G3_mono_macro
DCAF7	G3_mono_macro
LARS	G3_mono_macro
NSRP1	G3_mono_macro
PRPF40A	G3_mono_macro
GHITM	G3_mono_macro
NUDT19	G3_mono_macro
MAF1	G3_mono_macro
MAD2L2	G3_mono_macro
ICAM2	G3_mono_macro
COPA	G3_mono_macro
ERICH1	G3_mono_macro
PAPD4	G3_mono_macro
SRP72	G3_mono_macro
TBC1D5	G3_mono_macro
SPCS3	G3_mono_macro
NUPL1	G3_mono_macro
PSMB1	G3_mono_macro
DCUN1D1	G3_mono_macro
NCBP2	G3_mono_macro
CCT6A	G3_mono_macro
EVI2A	G3_mono_macro
SNRPD3	G3_mono_macro
NOL7	G3_mono_macro
NXT1	G3_mono_macro
EPRS	G3_mono_macro
ACAP2	G3_mono_macro
ZNF706	G3_mono_macro
PPM1M	G3_mono_macro
CORO7	G3_mono_macro
NDEL1	G3_mono_macro
C20orf24	G3_mono_macro
NDUFA11	G3_mono_macro
SUGT1	G3_mono_macro
DAD1	G3_mono_macro
BSG	G3_mono_macro
TOMM5	G3_mono_macro
SAT1	G3_mono_macro
ARCN1	G3_mono_macro
TMEM14B	G3_mono_macro
KDM6B	G3_mono_macro
GIT2	G3_mono_macro
CNPY2	G3_mono_macro
EPSTI1	G3_mono_macro
PIEZO1	G3_mono_macro
SND1	G3_mono_macro
ITGB1BP1	G3_mono_macro
ARSA	G3_mono_macro
DAP3	G3_mono_macro
SPIDR	G3_mono_macro
RAPGEF1	G3_mono_macro
FDPS	G3_mono_macro
TBK1	G3_mono_macro
ISY1	G3_mono_macro
MAT2A	G3_mono_macro
PAK2	G3_mono_macro
BRE	G3_mono_macro
SYMPK	G3_mono_macro
NSA2	G3_mono_macro
ARL6IP4	G3_mono_macro
ZCRB1	G3_mono_macro
C17orf49	G3_mono_macro
PIGT	G3_mono_macro
ARHGAP1	G3_mono_macro
CSRNP1	G3_mono_macro
NUB1	G3_mono_macro
NDUFB11	G3_mono_macro
TRIM27	G3_mono_macro
HSF1	G3_mono_macro
SSR1	G3_mono_macro
SNRPB2	G3_mono_macro
TPI1	G3_mono_macro
HAX1	G3_mono_macro
PSMD6	G3_mono_macro
LSM7	G3_mono_macro
RANBP1	G3_mono_macro
UBL5	G3_mono_macro
NMT1	G3_mono_macro
TMED2	G3_mono_macro
RPN1	G3_mono_macro
LYPLA2	G3_mono_macro
C19orf24	G3_mono_macro
SRPRB	G3_mono_macro
MED29	G3_mono_macro
RASSF3	G3_mono_macro
DNTTIP2	G3_mono_macro
UXT	G3_mono_macro
PPP2R1A	G3_mono_macro
MTPAP	G3_mono_macro
APEH	G3_mono_macro
NDUFA4	G3_mono_macro
TUBA1A	G3_mono_macro
AFF1	G3_mono_macro
RAB6A	G3_mono_macro
MRPL38	G3_mono_macro
PIAS1	G3_mono_macro
SAR1B	G3_mono_macro
DIABLO	G3_mono_macro
EIF2A	G3_mono_macro
FYTTD1	G3_mono_macro
OGDH	G3_mono_macro
TCEB2	G3_mono_macro
GANAB	G3_mono_macro
CERS2	G3_mono_macro
RGS2	G3_mono_macro
BOLA2B	G3_mono_macro
PKM	G3_mono_macro
RBM23	G3_mono_macro
ELOF1	G3_mono_macro
CCT8	G3_mono_macro
SLX1A	G3_mono_macro
POLE3	G3_mono_macro
SNW1	G3_mono_macro
FLOT2	G3_mono_macro
AL353354.2	G3_mono_macro
EXOSC1	G3_mono_macro
TADA3	G3_mono_macro
PSMD13	G3_mono_macro
TIMM17B	G3_mono_macro
SF3B4	G3_mono_macro
PSMD8	G3_mono_macro
LMAN2	G3_mono_macro
TP53	G3_mono_macro
SQSTM1	G3_mono_macro
CASP4	G3_mono_macro
APOL3	G3_mono_macro
TCF12	G3_mono_macro
RNASEH2C	G3_mono_macro
TRIP12	G3_mono_macro
UBA3	G3_mono_macro
CAST	G3_mono_macro
KRTCAP2	G3_mono_macro
NUDT22	G3_mono_macro
RAB3GAP1	G3_mono_macro
ATF4	G3_mono_macro
FMNL1	G3_mono_macro
EIF4G3	G3_mono_macro
PSMF1	G3_mono_macro
S100A4	G3_mono_macro
KIAA0247	G3_mono_macro
RELA	G3_mono_macro
SIVA1	G3_mono_macro
LSM12	G3_mono_macro
CYP51A1	G3_mono_macro
HN1	G3_mono_macro
SELT	G3_mono_macro
POLR1D	G3_mono_macro
HARS	G3_mono_macro
SERTAD1	G3_mono_macro
AUP1	G3_mono_macro
ATXN10	G3_mono_macro
METAP2	G3_mono_macro
GABARAPL1	G3_mono_macro
VPS28	G3_mono_macro
RPN2	G3_mono_macro
SLC38A10	G3_mono_macro
ARHGAP17	G3_mono_macro
BABAM1	G3_mono_macro
PIH1D1	G3_mono_macro
CMPK1	G3_mono_macro
LARP1	G3_mono_macro
TM2D1	G3_mono_macro
MRPS21	G3_mono_macro
USP10	G3_mono_macro
SNX5	G3_mono_macro
MMADHC	G3_mono_macro
NDUFV2	G3_mono_macro
ARFGAP2	G3_mono_macro
ASCC2	G3_mono_macro
TRIM38	G3_mono_macro
OCIAD1	G3_mono_macro
PGAM1	G3_mono_macro
CCT2	G3_mono_macro
CYCS	G3_mono_macro
ETF1	G3_mono_macro
SIPA1L1	G3_mono_macro
C14orf166	G3_mono_macro
FRG1	G3_mono_macro
FDFT1	G3_mono_macro
CHURC1	G3_mono_macro
ZC3H15	G3_mono_macro
RPL7L1	G3_mono_macro
DEK	G3_mono_macro
PSMD11	G3_mono_macro
ARPC4-TTLL3	G3_mono_macro
NUDCD2	G3_mono_macro
DCXR	G3_mono_macro
VMP1	G3_mono_macro
TMEM123	G3_mono_macro
COX7A2L	G3_mono_macro
SRI	G3_mono_macro
DARS	G3_mono_macro
SPCS2	G3_mono_macro
BET1L	G3_mono_macro
TOMM20	G3_mono_macro
ZFC3H1	G3_mono_macro
MOB1A	G3_mono_macro
CNOT8	G3_mono_macro
VPS4B	G3_mono_macro
TMEM50A	G3_mono_macro
UFM1	G3_mono_macro
SEC61A1	G3_mono_macro
TMCO1	G3_mono_macro
MARS	G3_mono_macro
PPP2R3C	G3_mono_macro
CCT7	G3_mono_macro
CNPPD1	G3_mono_macro
NFKBIA	G3_mono_macro
CHCHD7	G3_mono_macro
SZRD1	G3_mono_macro
MED28	G3_mono_macro
NDUFA13	G3_mono_macro
ANP32A	G3_mono_macro
PLEKHG2	G3_mono_macro
BUD31	G3_mono_macro
MFNG	G3_mono_macro
SYNCRIP	G3_mono_macro
ATP5D	G3_mono_macro
SCAND1	G3_mono_macro
DNAJC8	G3_mono_macro
PPP1R7	G3_mono_macro
DPP7	G3_mono_macro
ANXA7	G3_mono_macro
TXNDC15	G3_mono_macro
ANXA11	G3_mono_macro
MAX	G3_mono_macro
C19orf53	G3_mono_macro
DDOST	G3_mono_macro
NBPF1	G3_mono_macro
RWDD1	G3_mono_macro
MPG	G3_mono_macro
PXN	G3_mono_macro
MOB3A	G3_mono_macro
BECN1	G3_mono_macro
TMEM134	G3_mono_macro
NOLC1	G3_mono_macro
SERP1	G3_mono_macro
C14orf159	G3_mono_macro
HERC3	G3_mono_macro
CCNC	G3_mono_macro
PRKCSH	G3_mono_macro
NT5C	G3_mono_macro
UBE2G2	G3_mono_macro
PSMA5	G3_mono_macro
GPI	G3_mono_macro
PRMT1	G3_mono_macro
PLP2	G3_mono_macro
PSMA2	G3_mono_macro
BROX	G3_mono_macro
PUF60	G3_mono_macro
RNF149	G3_mono_macro
SSU72	G3_mono_macro
FOS	G3_mono_macro
ZCCHC6	G3_mono_macro
PHF21A	G3_mono_macro
ATP5EP2	G3_mono_macro
SYVN1	G3_mono_macro
SPOP	G3_mono_macro
PCGF5	G3_mono_macro
IFI6	G3_mono_macro
KHDRBS1	G3_mono_macro
ACSL5	G3_mono_macro
NRD1	G3_mono_macro
ST13	G3_mono_macro
AVL9	G3_mono_macro
ARHGDIA	G3_mono_macro
SLC25A5	G3_mono_macro
GOLGA7	G3_mono_macro
ITGB1	G3_mono_macro
NFKBIZ	G3_mono_macro
NDUFV1	G3_mono_macro
MAP1LC3B2	G3_mono_macro
HSPA1B	G3_mono_macro
LARP7	G3_mono_macro
PPIP5K2	G3_mono_macro
TSC22D2	G3_mono_macro
TACC1	G3_mono_macro
TRAPPC1	G3_mono_macro
TMX3	G3_mono_macro
PTP4A2	G3_mono_macro
CIAO1	G3_mono_macro
PSMC6	G3_mono_macro
MAN2B2	G3_mono_macro
SEPW1	G3_mono_macro
C19orf60	G3_mono_macro
DYM	G3_mono_macro
CCT3	G3_mono_macro
SRP19	G3_mono_macro
RSRC1	G3_mono_macro
DHRS7	G3_mono_macro
PWP1	G3_mono_macro
DYNC1H1	G3_mono_macro
CHTOP	G3_mono_macro
STXBP3	G3_mono_macro
DGUOK	G3_mono_macro
CALCOCO2	G3_mono_macro
MAP1LC3B	G3_mono_macro
TNIP1	G3_mono_macro
PSMA1	G3_mono_macro
STOM	G3_mono_macro
MCM5	G3_mono_macro
ATF6B	G3_mono_macro
VPS53	G3_mono_macro
PDIA3	G3_mono_macro
EIF1B	G3_mono_macro
IAH1	G3_mono_macro
CHMP4A	G3_mono_macro
SARS	G3_mono_macro
PDCL3	G3_mono_macro
PSMB4	G3_mono_macro
TARDBP	G3_mono_macro
OSBPL8	G3_mono_macro
DHX15	G3_mono_macro
FAM192A	G3_mono_macro
PABPN1	G3_mono_macro
LITAF	G3_mono_macro
IVNS1ABP	G3_mono_macro
GRIPAP1	G3_mono_macro
SAP18	G3_mono_macro
CCNK	G3_mono_macro
ATP5L	G3_mono_macro
PDAP1	G3_mono_macro
COPE	G3_mono_macro
ERP29	G3_mono_macro
ARRDC3	G3_mono_macro
MRFAP1	G3_mono_macro
ATP5B	G3_mono_macro
TBCB	G3_mono_macro
SMARCB1	G3_mono_macro
DRAP1	G3_mono_macro
ARPC3	G3_mono_macro
UQCRB	G3_mono_macro
OTUB1	G3_mono_macro
DHX8	G3_mono_macro
PRKAR1A	G3_mono_macro
CD84	G3_mono_macro
PTEN	G3_mono_macro
ENO1	G3_mono_macro
WBSCR22	G3_mono_macro
ITGB2	G3_mono_macro
COX7C	G3_mono_macro
WASF2	G3_mono_macro
API5	G3_mono_macro
CD46	G3_mono_macro
MFSD10	G3_mono_macro
HSP90B1	G3_mono_macro
GPR65	G3_mono_macro
USP8	G3_mono_macro
CHCHD3	G3_mono_macro
CCT4	G3_mono_macro
CBFB	G3_mono_macro
DNMT1	G3_mono_macro
TNFRSF14	G3_mono_macro
ACTR3	G3_mono_macro
RAF1	G3_mono_macro
ILF2	G3_mono_macro
CELF1	G3_mono_macro
MICAL1	G3_mono_macro
ATG12	G3_mono_macro
RSL1D1	G3_mono_macro
JMJD1C	G3_mono_macro
GDI1	G3_mono_macro
AC120194.1	G3_mono_macro
FBXO7	G3_mono_macro
RBM3	G3_mono_macro
PRR13	G3_mono_macro
USP3	G3_mono_macro
NUDC	G3_mono_macro
CBWD5	G3_mono_macro
NEK9	G3_mono_macro
FTL	G3_mono_macro
GMFG	G3_mono_macro
DTX3L	G3_mono_macro
ERGIC2	G3_mono_macro
NSF	G3_mono_macro
STIP1	G3_mono_macro
PSMB10	G3_mono_macro
TLE3	G3_mono_macro
ACP1	G3_mono_macro
PAFAH1B2	G3_mono_macro
EIF3D	G3_mono_macro
NADSYN1	G3_mono_macro
N4BP2L1	G3_mono_macro
SAP30BP	G3_mono_macro
TCP1	G3_mono_macro
MCL1	G3_mono_macro
ABCF1	G3_mono_macro
TAGLN2	G3_mono_macro
PPP1R10	G3_mono_macro
SKIL	G3_mono_macro
EIF3K	G3_mono_macro
PI4KB	G3_mono_macro
TINF2	G3_mono_macro
SYAP1	G3_mono_macro
EIF4H	G3_mono_macro
UFD1L	G3_mono_macro
CIR1	G3_mono_macro
ATG4B	G3_mono_macro
H2AFV	G3_mono_macro
PPP1R18	G3_mono_macro
ATP5E	G3_mono_macro
TES	G3_mono_macro
PPP6C	G3_mono_macro
MPC2	G3_mono_macro
PARP14	G3_mono_macro
USP39	G3_mono_macro
POLDIP3	G3_mono_macro
PA2G4	G3_mono_macro
DNAJA2	G3_mono_macro
EIF1AX	G3_mono_macro
CPSF3L	G3_mono_macro
YTHDF2	G3_mono_macro
ABRACL	G3_mono_macro
UBE2N	G3_mono_macro
RAP1B	G3_mono_macro
UBR4	G3_mono_macro
NDFIP1	G3_mono_macro
SMU1	G3_mono_macro
ARMC8	G3_mono_macro
BZW1	G3_mono_macro
TXLNA	G3_mono_macro
TNFAIP8	G3_mono_macro
UBA1	G3_mono_macro
PLEKHJ1	G3_mono_macro
MAEA	G3_mono_macro
NXF1	G3_mono_macro
PMPCB	G3_mono_macro
CNOT7	G3_mono_macro
CTNNB1	G3_mono_macro
PKN1	G3_mono_macro
ATP5A1	G3_mono_macro
ARPC1B	G3_mono_macro
PTP4A1	G3_mono_macro
NDUFB8	G3_mono_macro
SYF2	G3_mono_macro
STRN3	G3_mono_macro
FLNA	G3_mono_macro
CKS2	G3_mono_macro
IQGAP1	G3_mono_macro
ABI1	G3_mono_macro
CD164	G3_mono_macro
PJA2	G3_mono_macro
NUDT5	G3_mono_macro
UBE2I	G3_mono_macro
SSR4	G3_mono_macro
KIF5B	G3_mono_macro
EIF3A	G3_mono_macro
CXorf40B	G3_mono_macro
IFI44L	G3_mono_macro
NEMF	G3_mono_macro
EIF3L	G3_mono_macro
TGOLN2	G3_mono_macro
MIF	G3_mono_macro
LDLRAD4	G3_mono_macro
SRP9	G3_mono_macro
USP15	G3_mono_macro
CASC4	G3_mono_macro
MICU2	G3_mono_macro
MDM2	G3_mono_macro
GPSM3	G3_mono_macro
SERINC3	G3_mono_macro
EIF4A1	G3_mono_macro
UCHL5	G3_mono_macro
RALY	G3_mono_macro
CDC37	G3_mono_macro
KMT2C	G3_mono_macro
IST1	G3_mono_macro
UBAC2	G3_mono_macro
CDK5RAP3	G3_mono_macro
CYB5B	G3_mono_macro
TCF25	G3_mono_macro
NDUFA5	G3_mono_macro
PGK1	G3_mono_macro
PILRB	G3_mono_macro
TRAM1	G3_mono_macro
LMF2	G3_mono_macro
GSDMD	G3_mono_macro
PTBP3	G3_mono_macro
ACLY	G3_mono_macro
MORF4L2	G3_mono_macro
CLIC1	G3_mono_macro
IL10RA	G3_mono_macro
TMEM43	G3_mono_macro
DHPS	G3_mono_macro
TUBB4B	G3_mono_macro
EVI2B	G3_mono_macro
HNRNPD	G3_mono_macro
PSME2	G3_mono_macro
ALDOA	G3_mono_macro
