SYMBOL	gs_name
PDLIM7	G3_mono_macro
PLEK	G3_mono_macro
PPIF	G3_mono_macro
HLA-DMB	G3_mono_macro
UBE2D1	G3_mono_macro
IFNGR1	G3_mono_macro
CEP170	G3_mono_macro
C6orf211	G3_mono_macro
WDFY4	G3_mono_macro
QKI	G3_mono_macro
MSRB1	G3_mono_macro
C9orf89	G3_mono_macro
NAGPA	G3_mono_macro
C1orf85	G3_mono_macro
GNPDA1	G3_mono_macro
VAT1	G3_mono_macro
CECR5	G3_mono_macro
ARHGAP18	G3_mono_macro
PDLIM5	G3_mono_macro
P2RX4	G3_mono_macro
IL17RA	G3_mono_macro
TAX1BP3	G3_mono_macro
PTTG1IP	G3_mono_macro
GBA	G3_mono_macro
ATP6V1B2	G3_mono_macro
PCBD1	G3_mono_macro
PPARD	G3_mono_macro
SUMF1	G3_mono_macro
FAM105A	G3_mono_macro
DDAH2	G3_mono_macro
ATOX1	G3_mono_macro
BLVRA	G3_mono_macro
ABHD12	G3_mono_macro
CRTAP	G3_mono_macro
MBOAT7	G3_mono_macro
NCF1	G3_mono_macro
MYO15B	G3_mono_macro
RELT	G3_mono_macro
CPNE8	G3_mono_macro
SLC25A37	G3_mono_macro
CBR1	G3_mono_macro
PLEKHO2	G3_mono_macro
RNF13	G3_mono_macro
DHRS3	G3_mono_macro
QSOX1	G3_mono_macro
DAGLB	G3_mono_macro
STK38L	G3_mono_macro
RHOB	G3_mono_macro
IMPDH1	G3_mono_macro
C12orf5	G3_mono_macro
IL18BP	G3_mono_macro
CUX1	G3_mono_macro
MANBA	G3_mono_macro
MEF2C	G3_mono_macro
PLSCR1	G3_mono_macro
SLC8B1	G3_mono_macro
LEPROT	G3_mono_macro
BNIP3	G3_mono_macro
UPP1	G3_mono_macro
FAM65A	G3_mono_macro
RTN4	G3_mono_macro
GPX1	G3_mono_macro
PACSIN2	G3_mono_macro
PPT1	G3_mono_macro
MRPL15	G3_mono_macro
APBB3	G3_mono_macro
CCL3L3	G3_mono_macro
LINC00998	G3_mono_macro
SH3TC1	G3_mono_macro
LTA4H	G3_mono_macro
PLEKHO1	G3_mono_macro
APLP2	G3_mono_macro
WDR41	G3_mono_macro
MXD1	G3_mono_macro
P4HA1	G3_mono_macro
OAZ2	G3_mono_macro
HLA-DQB2	G3_mono_macro
SWAP70	G3_mono_macro
SPNS1	G3_mono_macro
LGALS9	G3_mono_macro
GLA	G3_mono_macro
NAAA	G3_mono_macro
FLOT1	G3_mono_macro
PDXK	G3_mono_macro
GALK1	G3_mono_macro
SFXN3	G3_mono_macro
CD83	G3_mono_macro
SIL1	G3_mono_macro
HEXB	G3_mono_macro
COLGALT1	G3_mono_macro
LGALS1	G3_mono_macro
PTPRE	G3_mono_macro
ATP6V1C1	G3_mono_macro
SLC39A1	G3_mono_macro
COMT	G3_mono_macro
PRDX4	G3_mono_macro
GSTO1	G3_mono_macro
MKKS	G3_mono_macro
NKIRAS2	G3_mono_macro
YWHAH	G3_mono_macro
EGR2	G3_mono_macro
CTD-2192J16.22	G3_mono_macro
YBX3	G3_mono_macro
STX7	G3_mono_macro
CIITA	G3_mono_macro
STX11	G3_mono_macro
NCF4	G3_mono_macro
RAC1	G3_mono_macro
GLB1	G3_mono_macro
ATP6V1A	G3_mono_macro
MRPL17	G3_mono_macro
TPD52L2	G3_mono_macro
ALAS1	G3_mono_macro
EHD4	G3_mono_macro
MAP1S	G3_mono_macro
PYCARD	G3_mono_macro
DHRS4	G3_mono_macro
AKR1A1	G3_mono_macro
MTX1	G3_mono_macro
MAN2B1	G3_mono_macro
TOM1	G3_mono_macro
MT1E	G3_mono_macro
CAPNS1	G3_mono_macro
YWHAG	G3_mono_macro
YIF1B	G3_mono_macro
BNIP3L	G3_mono_macro
COPS7A	G3_mono_macro
NUBP1	G3_mono_macro
TM2D2	G3_mono_macro
PLD3	G3_mono_macro
HLA-DOA	G3_mono_macro
MT1X	G3_mono_macro
HSBP1	G3_mono_macro
AGTRAP	G3_mono_macro
BACH1	G3_mono_macro
STX12	G3_mono_macro
SLC11A2	G3_mono_macro
MEF2A	G3_mono_macro
LAMTOR2	G3_mono_macro
JAK2	G3_mono_macro
PEPD	G3_mono_macro
EFHD2	G3_mono_macro
TMEM147	G3_mono_macro
LPAR6	G3_mono_macro
MYD88	G3_mono_macro
TKT	G3_mono_macro
REEP4	G3_mono_macro
PTPN18	G3_mono_macro
WARS	G3_mono_macro
AHR	G3_mono_macro
SEMA4A	G3_mono_macro
DENND3	G3_mono_macro
SPTLC2	G3_mono_macro
NANS	G3_mono_macro
NAMPTL	G3_mono_macro
RNF141	G3_mono_macro
PNPLA6	G3_mono_macro
MGST3	G3_mono_macro
DPYD	G3_mono_macro
MPHOSPH6	G3_mono_macro
SNX3	G3_mono_macro
CYB5R1	G3_mono_macro
AHCY	G3_mono_macro
ACSL3	G3_mono_macro
DEF8	G3_mono_macro
ATG3	G3_mono_macro
FAM162A	G3_mono_macro
FRMD4B	G3_mono_macro
IRF8	G3_mono_macro
VASP	G3_mono_macro
TIMM8B	G3_mono_macro
APIP	G3_mono_macro
RIN3	G3_mono_macro
IFITM3	G3_mono_macro
HAUS4	G3_mono_macro
RNH1	G3_mono_macro
TMEM205	G3_mono_macro
CD4	G3_mono_macro
CD63	G3_mono_macro
PCK2	G3_mono_macro
ATG7	G3_mono_macro
PIK3AP1	G3_mono_macro
TRAPPC5	G3_mono_macro
PRKAG2	G3_mono_macro
SLC39A11	G3_mono_macro
HCFC1R1	G3_mono_macro
CCL3	G3_mono_macro
TNFRSF10B	G3_mono_macro
PGLS	G3_mono_macro
MGAT1	G3_mono_macro
KLF10	G3_mono_macro
DRAM2	G3_mono_macro
ATP6AP1	G3_mono_macro
AP2S1	G3_mono_macro
PGM2	G3_mono_macro
WDFY2	G3_mono_macro
SAT2	G3_mono_macro
CTSS	G3_mono_macro
RRBP1	G3_mono_macro
TPCN1	G3_mono_macro
SOCS3	G3_mono_macro
CECR1	G3_mono_macro
RTN3	G3_mono_macro
HSD17B12	G3_mono_macro
DHRS4L2	G3_mono_macro
CD59	G3_mono_macro
CTSB	G3_mono_macro
CSTB	G3_mono_macro
RAB24	G3_mono_macro
FAM127A	G3_mono_macro
IFNAR1	G3_mono_macro
LAMTOR3	G3_mono_macro
SH3BP2	G3_mono_macro
ATP6V1F	G3_mono_macro
MKNK1	G3_mono_macro
PSMB5	G3_mono_macro
STX4	G3_mono_macro
TMEM167A	G3_mono_macro
CINP	G3_mono_macro
SMIM14	G3_mono_macro
ATP6V0B	G3_mono_macro
RPE	G3_mono_macro
TMEM14C	G3_mono_macro
MAPKAPK3	G3_mono_macro
SAMHD1	G3_mono_macro
LAP3	G3_mono_macro
LAMP2	G3_mono_macro
LAPTM4A	G3_mono_macro
ARAP1	G3_mono_macro
KCNN4	G3_mono_macro
MICU1	G3_mono_macro
SNX2	G3_mono_macro
UCHL3	G3_mono_macro
CLN8	G3_mono_macro
TXNDC17	G3_mono_macro
CALU	G3_mono_macro
PABPC4	G3_mono_macro
ATPAF2	G3_mono_macro
CORO1B	G3_mono_macro
DUSP23	G3_mono_macro
ASAP1	G3_mono_macro
PSENEN	G3_mono_macro
MRPL14	G3_mono_macro
ATP6V0D1	G3_mono_macro
MPDU1	G3_mono_macro
GNB2	G3_mono_macro
VPS35	G3_mono_macro
H2AFJ	G3_mono_macro
NUP62	G3_mono_macro
SMS	G3_mono_macro
TSPAN3	G3_mono_macro
ESD	G3_mono_macro
EDEM2	G3_mono_macro
TIMM13	G3_mono_macro
RREB1	G3_mono_macro
SDCCAG8	G3_mono_macro
BSCL2	G3_mono_macro
NDUFA8	G3_mono_macro
GNPTG	G3_mono_macro
CTSA	G3_mono_macro
RNF181	G3_mono_macro
ABR	G3_mono_macro
ENTPD6	G3_mono_macro
H2AFY	G3_mono_macro
NUMB	G3_mono_macro
TET2	G3_mono_macro
TMBIM1	G3_mono_macro
NDUFS4	G3_mono_macro
TP53I11	G3_mono_macro
NPTN	G3_mono_macro
HLA-DQA2	G3_mono_macro
CSRP1	G3_mono_macro
MT1F	G3_mono_macro
AP1B1	G3_mono_macro
ADPRHL2	G3_mono_macro
MAPKAP1	G3_mono_macro
MRPL12	G3_mono_macro
METRNL	G3_mono_macro
ARRB2	G3_mono_macro
ZEB2	G3_mono_macro
TCF4	G3_mono_macro
RB1	G3_mono_macro
SLIRP	G3_mono_macro
KDELR1	G3_mono_macro
GLIPR2	G3_mono_macro
ZYX	G3_mono_macro
CDKN1A	G3_mono_macro
NDUFV3	G3_mono_macro
SIDT2	G3_mono_macro
NAA20	G3_mono_macro
MTCH2	G3_mono_macro
SLC35F6	G3_mono_macro
ANAPC13	G3_mono_macro
SCNM1	G3_mono_macro
ARF3	G3_mono_macro
SLC50A1	G3_mono_macro
CHMP3	G3_mono_macro
TMED7	G3_mono_macro
C16orf62	G3_mono_macro
C10orf54	G3_mono_macro
CASP1	G3_mono_macro
FAM96A	G3_mono_macro
ASL	G3_mono_macro
HEXA	G3_mono_macro
GALC	G3_mono_macro
ATP2C1	G3_mono_macro
IL10RB	G3_mono_macro
TIMM10	G3_mono_macro
NCSTN	G3_mono_macro
ACOT9	G3_mono_macro
CAT	G3_mono_macro
ARL8B	G3_mono_macro
GUSB	G3_mono_macro
SLC39A13	G3_mono_macro
DNAJB12	G3_mono_macro
LAMTOR1	G3_mono_macro
LIMS1	G3_mono_macro
S100A11	G3_mono_macro
ALG3	G3_mono_macro
RGS19	G3_mono_macro
SRA1	G3_mono_macro
C4orf48	G3_mono_macro
DNASE2	G3_mono_macro
ETV6	G3_mono_macro
SDHB	G3_mono_macro
SETD3	G3_mono_macro
ABHD2	G3_mono_macro
GBAS	G3_mono_macro
DUSP22	G3_mono_macro
ELOVL1	G3_mono_macro
BAZ2B	G3_mono_macro
FKBP2	G3_mono_macro
MED8	G3_mono_macro
VKORC1	G3_mono_macro
JOSD2	G3_mono_macro
NME1	G3_mono_macro
NAMPT	G3_mono_macro
KIAA1033	G3_mono_macro
TALDO1	G3_mono_macro
DAPP1	G3_mono_macro
CYC1	G3_mono_macro
BEX4	G3_mono_macro
CHID1	G3_mono_macro
C3orf58	G3_mono_macro
COA6	G3_mono_macro
SEH1L	G3_mono_macro
RARS	G3_mono_macro
AAED1	G3_mono_macro
PLIN2	G3_mono_macro
OAS1	G3_mono_macro
TUBGCP2	G3_mono_macro
CALHM2	G3_mono_macro
RNASET2	G3_mono_macro
DAP	G3_mono_macro
PICALM	G3_mono_macro
THOC6	G3_mono_macro
NCOA4	G3_mono_macro
C19orf10	G3_mono_macro
LMNA	G3_mono_macro
MTMR14	G3_mono_macro
RNFT1	G3_mono_macro
UROD	G3_mono_macro
PLEKHB2	G3_mono_macro
FAR1	G3_mono_macro
CNDP2	G3_mono_macro
MRPL24	G3_mono_macro
IDH3G	G3_mono_macro
SQRDL	G3_mono_macro
ECHS1	G3_mono_macro
RHEB	G3_mono_macro
ANXA2	G3_mono_macro
GNAI2	G3_mono_macro
TRIM25	G3_mono_macro
ANXA5	G3_mono_macro
PARL	G3_mono_macro
C19orf70	G3_mono_macro
CLTA	G3_mono_macro
PTPMT1	G3_mono_macro
ENY2	G3_mono_macro
RAB1A	G3_mono_macro
ATP6V1H	G3_mono_macro
CYB5R4	G3_mono_macro
ARL2	G3_mono_macro
RHOG	G3_mono_macro
PSAP	G3_mono_macro
HSD17B11	G3_mono_macro
ATF6	G3_mono_macro
GMFB	G3_mono_macro
PNKD	G3_mono_macro
ETHE1	G3_mono_macro
ORMDL2	G3_mono_macro
ATP6AP2	G3_mono_macro
HLA-DMA	G3_mono_macro
A2M	G3_mono_macro
HLA-DQB1	G3_mono_macro
STXBP2	G3_mono_macro
TNFSF10	G3_mono_macro
S100A10	G3_mono_macro
TMEM70	G3_mono_macro
ADAM17	G3_mono_macro
PNP	G3_mono_macro
CD81	G3_mono_macro
MCTS1	G3_mono_macro
NARS	G3_mono_macro
MLX	G3_mono_macro
PFDN1	G3_mono_macro
HLA-DQA1	G3_mono_macro
UBXN2B	G3_mono_macro
SNX27	G3_mono_macro
SUPT4H1	G3_mono_macro
NDUFB1	G3_mono_macro
ARL4A	G3_mono_macro
DDX41	G3_mono_macro
ATP6V1D	G3_mono_macro
PSEN1	G3_mono_macro
LSMD1	G3_mono_macro
UBXN11	G3_mono_macro
POR	G3_mono_macro
BCKDHA	G3_mono_macro
MTSS1	G3_mono_macro
DYNC1LI1	G3_mono_macro
GRHPR	G3_mono_macro
TREX1	G3_mono_macro
MRPL27	G3_mono_macro
ADI1	G3_mono_macro
GLRX	G3_mono_macro
HLA-DRA	G3_mono_macro
YBX1	G3_mono_macro
STX10	G3_mono_macro
EIF4E2	G3_mono_macro
TMEM208	G3_mono_macro
TXNDC12	G3_mono_macro
APEX1	G3_mono_macro
ITPR2	G3_mono_macro
DDT	G3_mono_macro
DCTPP1	G3_mono_macro
LRRC59	G3_mono_macro
SNAPIN	G3_mono_macro
NDRG1	G3_mono_macro
ACAA1	G3_mono_macro
ACSL4	G3_mono_macro
JKAMP	G3_mono_macro
GPR183	G3_mono_macro
ABHD16A	G3_mono_macro
SDC4	G3_mono_macro
GOLIM4	G3_mono_macro
COX7B	G3_mono_macro
SGPL1	G3_mono_macro
LRRFIP2	G3_mono_macro
APH1A	G3_mono_macro
NDUFB5	G3_mono_macro
MPC1	G3_mono_macro
BLOC1S6	G3_mono_macro
SNAP29	G3_mono_macro
UQCRC1	G3_mono_macro
BCL6	G3_mono_macro
BTF3L4	G3_mono_macro
ADAM28	G3_mono_macro
HTATIP2	G3_mono_macro
STARD3NL	G3_mono_macro
PFDN2	G3_mono_macro
RIT1	G3_mono_macro
RHBDF2	G3_mono_macro
PSMD10	G3_mono_macro
MRPS35	G3_mono_macro
ECHDC1	G3_mono_macro
TBC1D9B	G3_mono_macro
PTRHD1	G3_mono_macro
TMED3	G3_mono_macro
RASSF2	G3_mono_macro
BCAP29	G3_mono_macro
NOP10	G3_mono_macro
TUBA1C	G3_mono_macro
CAPZA2	G3_mono_macro
IFRD2	G3_mono_macro
RABGGTA	G3_mono_macro
GADD45B	G3_mono_macro
PQLC3	G3_mono_macro
SRGAP2	G3_mono_macro
NOTCH2	G3_mono_macro
MRPL13	G3_mono_macro
IRAK1	G3_mono_macro
CARD16	G3_mono_macro
DEGS1	G3_mono_macro
BZW2	G3_mono_macro
GSTP1	G3_mono_macro
MRPL18	G3_mono_macro
HPCAL1	G3_mono_macro
SDCBP	G3_mono_macro
ATG16L2	G3_mono_macro
NMI	G3_mono_macro
RHOC	G3_mono_macro
NAPRT1	G3_mono_macro
NDUFA12	G3_mono_macro
GDE1	G3_mono_macro
WDR18	G3_mono_macro
RAB10	G3_mono_macro
ATP6V1E1	G3_mono_macro
ILK	G3_mono_macro
SERPINB1	G3_mono_macro
AZI2	G3_mono_macro
ARHGEF2	G3_mono_macro
VAMP8	G3_mono_macro
HPRT1	G3_mono_macro
PPA2	G3_mono_macro
RALA	G3_mono_macro
NCOR2	G3_mono_macro
SOAT1	G3_mono_macro
RAB5A	G3_mono_macro
ATP5J2	G3_mono_macro
TMEM165	G3_mono_macro
VRK2	G3_mono_macro
LRPAP1	G3_mono_macro
TOLLIP	G3_mono_macro
CCDC47	G3_mono_macro
VPS25	G3_mono_macro
PRDX3	G3_mono_macro
NDUFS2	G3_mono_macro
XPNPEP1	G3_mono_macro
UBE2F	G3_mono_macro
DNAJC15	G3_mono_macro
EAF1	G3_mono_macro
COA3	G3_mono_macro
NT5C2	G3_mono_macro
VMA21	G3_mono_macro
OLA1	G3_mono_macro
SPTLC1	G3_mono_macro
ALKBH7	G3_mono_macro
INSIG1	G3_mono_macro
RTCB	G3_mono_macro
ALDH3A2	G3_mono_macro
CNIH4	G3_mono_macro
EIF6	G3_mono_macro
SDF2L1	G3_mono_macro
SUMO3	G3_mono_macro
CYB5R3	G3_mono_macro
COMMD5	G3_mono_macro
DCTN4	G3_mono_macro
SNAP23	G3_mono_macro
TBRG4	G3_mono_macro
PLK3	G3_mono_macro
MTPN	G3_mono_macro
C7orf73	G3_mono_macro
CHMP2A	G3_mono_macro
GNAI3	G3_mono_macro
NSFL1C	G3_mono_macro
TCOF1	G3_mono_macro
MINOS1	G3_mono_macro
RAP2B	G3_mono_macro
CUEDC2	G3_mono_macro
MRPS18C	G3_mono_macro
MYEOV2	G3_mono_macro
BAX	G3_mono_macro
EBNA1BP2	G3_mono_macro
CHMP2B	G3_mono_macro
SGSH	G3_mono_macro
TMED9	G3_mono_macro
VAMP5	G3_mono_macro
SDHC	G3_mono_macro
DYNC1I2	G3_mono_macro
OS9	G3_mono_macro
PSMC2	G3_mono_macro
GNG5	G3_mono_macro
ISCA2	G3_mono_macro
RGS10	G3_mono_macro
LSM10	G3_mono_macro
DENND4B	G3_mono_macro
EGR1	G3_mono_macro
ATP5G1	G3_mono_macro
SMIM15	G3_mono_macro
THOC7	G3_mono_macro
ATP5H	G3_mono_macro
NDUFS6	G3_mono_macro
NFKBID	G3_mono_macro
MAP3K8	G3_mono_macro
PLCB2	G3_mono_macro
KDELR2	G3_mono_macro
TSPO	G3_mono_macro
YIF1A	G3_mono_macro
MPV17	G3_mono_macro
SDHD	G3_mono_macro
C12orf10	G3_mono_macro
AKR7A2	G3_mono_macro
HM13	G3_mono_macro
SGTA	G3_mono_macro
CHD9	G3_mono_macro
TFG	G3_mono_macro
MRPL3	G3_mono_macro
NBN	G3_mono_macro
SLC6A6	G3_mono_macro
HIST2H2AA4	G3_mono_macro
USMG5	G3_mono_macro
ERCC1	G3_mono_macro
CD58	G3_mono_macro
COMMD7	G3_mono_macro
HSPB1	G3_mono_macro
CMTM6	G3_mono_macro
GADD45GIP1	G3_mono_macro
MRPL53	G3_mono_macro
ERO1L	G3_mono_macro
CNPY3	G3_mono_macro
NDUFB3	G3_mono_macro
MRPS15	G3_mono_macro
SFT2D1	G3_mono_macro
UTP18	G3_mono_macro
EFTUD2	G3_mono_macro
GRPEL1	G3_mono_macro
AMICA1	G3_mono_macro
TMEM219	G3_mono_macro
AGPAT6	G3_mono_macro
TXN2	G3_mono_macro
WDR11	G3_mono_macro
TXNRD1	G3_mono_macro
NDUFB2	G3_mono_macro
SPPL2A	G3_mono_macro
NDUFAB1	G3_mono_macro
ADIPOR1	G3_mono_macro
NDUFC1	G3_mono_macro
CACUL1	G3_mono_macro
RAB11A	G3_mono_macro
TOR3A	G3_mono_macro
SNX4	G3_mono_macro
RILPL2	G3_mono_macro
FABP5	G3_mono_macro
MYO9B	G3_mono_macro
TIMM50	G3_mono_macro
SLC25A11	G3_mono_macro
MTIF3	G3_mono_macro
IDH3A	G3_mono_macro
TMEM30A	G3_mono_macro
MRPL52	G3_mono_macro
PHPT1	G3_mono_macro
LAMTOR4	G3_mono_macro
VPS29	G3_mono_macro
TIMM17A	G3_mono_macro
OSTC	G3_mono_macro
HIPK3	G3_mono_macro
GNA13	G3_mono_macro
PDCD5	G3_mono_macro
COX16	G3_mono_macro
SUCLG1	G3_mono_macro
TXN	G3_mono_macro
ADAM8	G3_mono_macro
CBWD1	G3_mono_macro
COMMD8	G3_mono_macro
HSD17B10	G3_mono_macro
WDR61	G3_mono_macro
PISD	G3_mono_macro
TWF2	G3_mono_macro
PCYT1A	G3_mono_macro
ERP44	G3_mono_macro
VDAC1	G3_mono_macro
DBI	G3_mono_macro
TANGO2	G3_mono_macro
SPAG7	G3_mono_macro
ATP2B1	G3_mono_macro
TMEM256	G3_mono_macro
ARF4	G3_mono_macro
NDUFA7	G3_mono_macro
GTF3C6	G3_mono_macro
UBE2W	G3_mono_macro
MIF4GD	G3_mono_macro
USB1	G3_mono_macro
VPS26A	G3_mono_macro
BLOC1S1	G3_mono_macro
ANAPC11	G3_mono_macro
PGS1	G3_mono_macro
ARL1	G3_mono_macro
RPS6KA1	G3_mono_macro
VPS37A	G3_mono_macro
ACO2	G3_mono_macro
DKC1	G3_mono_macro
NME1-NME2	G3_mono_macro
MRPL21	G3_mono_macro
ARHGAP26	G3_mono_macro
GLUD1	G3_mono_macro
PPA1	G3_mono_macro
SLC25A39	G3_mono_macro
TRAPPC3	G3_mono_macro
MRPS24	G3_mono_macro
UVRAG	G3_mono_macro
CCT5	G3_mono_macro
BAG6	G3_mono_macro
FAM50A	G3_mono_macro
HDLBP	G3_mono_macro
TPP1	G3_mono_macro
PPP2R4	G3_mono_macro
HK1	G3_mono_macro
CUL1	G3_mono_macro
CAMTA1	G3_mono_macro
ACTR1A	G3_mono_macro
PRKAG1	G3_mono_macro
ACAA2	G3_mono_macro
SEC61G	G3_mono_macro
COASY	G3_mono_macro
KIAA0100	G3_mono_macro
CCDC124	G3_mono_macro
HLA-DRB5	G3_mono_macro
ZNF106	G3_mono_macro
FBXL5	G3_mono_macro
CHMP1B	G3_mono_macro
HDAC2	G3_mono_macro
FKBP4	G3_mono_macro
MRPS18B	G3_mono_macro
PFKL	G3_mono_macro
SYPL1	G3_mono_macro
NTMT1	G3_mono_macro
GPR108	G3_mono_macro
CYBA	G3_mono_macro
MRPL54	G3_mono_macro
POLD2	G3_mono_macro
CTNNBL1	G3_mono_macro
TBC1D22A	G3_mono_macro
TMEM179B	G3_mono_macro
NDUFB7	G3_mono_macro
HIGD1A	G3_mono_macro
PPP4C	G3_mono_macro
LAMTOR5	G3_mono_macro
COA4	G3_mono_macro
CHMP5	G3_mono_macro
DECR1	G3_mono_macro
CDK4	G3_mono_macro
MEMO1	G3_mono_macro
TMEM120A	G3_mono_macro
TAF13	G3_mono_macro
PSMA4	G3_mono_macro
NOTCH2NL	G3_mono_macro
SNX29	G3_mono_macro
RASA4	G3_mono_macro
ATP5I	G3_mono_macro
C14orf2	G3_mono_macro
NDUFS3	G3_mono_macro
C1orf43	G3_mono_macro
RBMS1	G3_mono_macro
DBNL	G3_mono_macro
PIGS	G3_mono_macro
CYTH4	G3_mono_macro
PSMD3	G3_mono_macro
MYO1F	G3_mono_macro
POMP	G3_mono_macro
VPS8	G3_mono_macro
ACADVL	G3_mono_macro
TMUB2	G3_mono_macro
ZFAND5	G3_mono_macro
ATP5J	G3_mono_macro
GPX4	G3_mono_macro
COMMD10	G3_mono_macro
WIBG	G3_mono_macro
MRPS12	G3_mono_macro
TCEB1	G3_mono_macro
MIIP	G3_mono_macro
TMEM33	G3_mono_macro
ADAM10	G3_mono_macro
TBCA	G3_mono_macro
ZDHHC12	G3_mono_macro
SMIM12	G3_mono_macro
CLN3	G3_mono_macro
MRPL55	G3_mono_macro
HMGA1	G3_mono_macro
SEC13	G3_mono_macro
GNL2	G3_mono_macro
LGALS8	G3_mono_macro
SLC35A4	G3_mono_macro
SH3BGRL	G3_mono_macro
OSGEP	G3_mono_macro
FAM32A	G3_mono_macro
RAB5C	G3_mono_macro
KIAA0141	G3_mono_macro
CMTM7	G3_mono_macro
ARFGAP3	G3_mono_macro
FARSA	G3_mono_macro
RPS27L	G3_mono_macro
C14orf119	G3_mono_macro
PROSC	G3_mono_macro
FUNDC2	G3_mono_macro
ADPGK	G3_mono_macro
VTI1B	G3_mono_macro
GTF2A2	G3_mono_macro
MRPL4	G3_mono_macro
HIST2H2AA3	G3_mono_macro
BCL10	G3_mono_macro
TSG101	G3_mono_macro
ROMO1	G3_mono_macro
POLDIP2	G3_mono_macro
GLRX3	G3_mono_macro
MRPL11	G3_mono_macro
MRPL28	G3_mono_macro
COX17	G3_mono_macro
HADHA	G3_mono_macro
CBWD2	G3_mono_macro
RUVBL2	G3_mono_macro
MYO5A	G3_mono_macro
RSU1	G3_mono_macro
IRF2BP2	G3_mono_macro
NRBF2	G3_mono_macro
COPG1	G3_mono_macro
UBE2V2	G3_mono_macro
SNRPC	G3_mono_macro
MAGT1	G3_mono_macro
ELL	G3_mono_macro
C18orf32	G3_mono_macro
HYPK	G3_mono_macro
HADHB	G3_mono_macro
MGRN1	G3_mono_macro
OAT	G3_mono_macro
CISD2	G3_mono_macro
RUNX1	G3_mono_macro
TRPV2	G3_mono_macro
HNRNPH2	G3_mono_macro
CLTC	G3_mono_macro
NR1H2	G3_mono_macro
NIT2	G3_mono_macro
PHB	G3_mono_macro
ASNA1	G3_mono_macro
SEC11A	G3_mono_macro
NDUFB6	G3_mono_macro
MRPL43	G3_mono_macro
MRPL20	G3_mono_macro
SHKBP1	G3_mono_macro
SNRPE	G3_mono_macro
BANF1	G3_mono_macro
RDH11	G3_mono_macro
ZNF267	G3_mono_macro
OSTM1	G3_mono_macro
C7orf50	G3_mono_macro
TOMM6	G3_mono_macro
TIMMDC1	G3_mono_macro
NDUFA2	G3_mono_macro
TRAP1	G3_mono_macro
MR1	G3_mono_macro
UQCR10	G3_mono_macro
NR4A3	G3_mono_macro
YIPF3	G3_mono_macro
UBE2J1	G3_mono_macro
RRAGA	G3_mono_macro
MKI67IP	G3_mono_macro
ARPC1A	G3_mono_macro
TXNL1	G3_mono_macro
IFI35	G3_mono_macro
CHTF8	G3_mono_macro
LSM6	G3_mono_macro
PSMD1	G3_mono_macro
MRPL37	G3_mono_macro
AOAH	G3_mono_macro
GMPR2	G3_mono_macro
RAB2A	G3_mono_macro
DSTN	G3_mono_macro
PET100	G3_mono_macro
FIBP	G3_mono_macro
MRPS7	G3_mono_macro
SSR3	G3_mono_macro
POLR2E	G3_mono_macro
BNIP2	G3_mono_macro
HPS1	G3_mono_macro
ARHGAP27	G3_mono_macro
AREG	G3_mono_macro
PSMG2	G3_mono_macro
ZBTB8OS	G3_mono_macro
NUP93	G3_mono_macro
IFI44	G3_mono_macro
GGA1	G3_mono_macro
STRA13	G3_mono_macro
CMTM3	G3_mono_macro
FERMT3	G3_mono_macro
SF3B5	G3_mono_macro
DESI1	G3_mono_macro
CHP1	G3_mono_macro
NFKB1	G3_mono_macro
PRNP	G3_mono_macro
ETFA	G3_mono_macro
PDHA1	G3_mono_macro
POLR2F	G3_mono_macro
NCKAP1L	G3_mono_macro
C6orf1	G3_mono_macro
ITPA	G3_mono_macro
BLCAP	G3_mono_macro
SCYL1	G3_mono_macro
EMC3	G3_mono_macro
TMEM9B	G3_mono_macro
IER3IP1	G3_mono_macro
ATP5F1	G3_mono_macro
EMC6	G3_mono_macro
ATP1B3	G3_mono_macro
CTDSP1	G3_mono_macro
SHARPIN	G3_mono_macro
MRPL16	G3_mono_macro
NEU1	G3_mono_macro
SLC35B1	G3_mono_macro
GPAA1	G3_mono_macro
DYNLT1	G3_mono_macro
PGGT1B	G3_mono_macro
MRPS16	G3_mono_macro
AAMP	G3_mono_macro
CTSC	G3_mono_macro
C1QBP	G3_mono_macro
PIM3	G3_mono_macro
NR4A1	G3_mono_macro
LYPLA1	G3_mono_macro
ANXA1	G3_mono_macro
IMP4	G3_mono_macro
NFE2L2	G3_mono_macro
PSMC4	G3_mono_macro
WDR45B	G3_mono_macro
VPS41	G3_mono_macro
PSMA6	G3_mono_macro
HMG20B	G3_mono_macro
NHP2	G3_mono_macro
TAOK3	G3_mono_macro
PTPN6	G3_mono_macro
TMX2	G3_mono_macro
NDUFAF3	G3_mono_macro
PDIA4	G3_mono_macro
COX5A	G3_mono_macro
XBP1	G3_mono_macro
MT2A	G3_mono_macro
ITFG1	G3_mono_macro
TCIRG1	G3_mono_macro
DPM1	G3_mono_macro
RPS19BP1	G3_mono_macro
SMDT1	G3_mono_macro
PSMC3	G3_mono_macro
ABI3	G3_mono_macro
COX20	G3_mono_macro
AP2M1	G3_mono_macro
LSM5	G3_mono_macro
COX6B1	G3_mono_macro
UTP6	G3_mono_macro
HLA-DRB1	G3_mono_macro
MRPL33	G3_mono_macro
MRPS5	G3_mono_macro
PRELID1	G3_mono_macro
DCTD	G3_mono_macro
FLCN	G3_mono_macro
KLHDC3	G3_mono_macro
HAVCR2	G3_mono_macro
